Region_x,Date_x,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Std_confidence,Var_confidence,Count,Replaced,DateTime,Date_y,Region_y,Parameter,count()[unit: km^2],min(),max(),mean(),2nd moment
NSW,1/16/2005,23.94,342.28333330000004,241.06666669999998,96.33333333,6.350852961,40.33333333,3,R,2005-01-16,2005-01-16,NSW,Temperature,800234.3489860408,10.08863925933838,32.31648635864257,21.16089175880898,466.51257908378716
NSW,1/17/2005,22.0,331.325,77.9,88.5,10.24695077,105.0,4,R,2005-01-17,2005-01-17,NSW,Temperature,800234.3489860408,12.469066619873047,27.03481292724609,20.989150522190393,451.20411459549683
NSW,1/18/2005,128.75,319.35555560000006,44.44444444,86.77777778,7.446102635,55.44444444,9,R,2005-01-18,2005-01-18,NSW,Temperature,800234.3489860408,14.381534576416016,31.130865097045888,24.19069860501337,604.8789387885706
NSW,1/19/2005,33.5,307.1375,50.125,96.75,5.852349955,34.25,4,R,2005-01-19,2005-01-19,NSW,Temperature,800234.3489860408,17.965496063232422,33.77322769165039,27.92371881650849,799.2149163114352
NSW,1/20/2005,193.6,314.76875,130.325,88.5,6.7823299829999995,46.0,8,R,2005-01-20,2005-01-20,NSW,Temperature,800234.3489860408,13.087714195251465,32.500232696533196,25.03125123309084,643.3194450362271
NSW,1/21/2005,46.08,317.28333330000004,30.83333333,93.5,8.734987121,76.3,6,R,2005-01-21,2005-01-21,NSW,Temperature,800234.3489860408,16.485986709594727,32.54671096801757,26.732740867251692,727.7924766984689
NSW,1/22/2005,16.0,336.35,85.475,85.5,9.746794345,95.0,4,R,2005-01-22,2005-01-22,NSW,Temperature,800234.3489860408,13.677308082580565,35.130184173583984,26.983473104509397,747.789285553177
NSW,1/25/2005,9.0,334.8,118.65,89.5,10.60660172,112.5,2,R,2005-01-25,2005-01-25,NSW,Temperature,800234.3489860408,15.89300537109375,31.32963752746582,24.791198880961762,626.6647804737639
NSW,1/26/2005,158.55,303.78125,35.75,91.625,6.435115717,41.41071429,8,R,2005-01-26,2005-01-26,NSW,Temperature,800234.3489860408,15.779414176940918,30.76215744018555,25.089293730197035,642.7557742664779
NSW,1/27/2005,170.2,305.9888889,36.11111111,96.55555556,4.3620841089999995,19.02777778,9,R,2005-01-27,2005-01-27,NSW,Temperature,800234.3489860408,16.786415100097653,31.79831123352051,26.153845808701753,698.3806505212224
NSW,1/28/2005,90.1,318.55,43.45714286,88.28571429,8.635475006,74.57142857,7,R,2005-01-28,2005-01-28,NSW,Temperature,800234.3489860408,18.258445739746094,34.71654510498047,27.58844194831945,778.9314937574175
NSW,1/29/2005,341.26,319.5227273,92.24545455,93.18181818,10.01816532,100.3636364,11,R,2005-01-29,2005-01-29,NSW,Temperature,800234.3489860408,16.459308624267578,34.45828628540039,26.285955345644805,706.5953663201282
NSW,1/30/2005,85.49,320.67857139999995,48.3,89.85714286,7.312741652000001,53.47619048,7,R,2005-01-30,2005-01-30,NSW,Temperature,800234.3489860408,16.357080459594727,34.10906982421875,26.586778630138674,722.6538051650215
NSW,1/31/2005,50.92,331.15,50.86666667,91.33333333,6.742897498,45.46666667,6,R,2005-01-31,2005-01-31,NSW,Temperature,800234.3489860408,19.509824752807614,35.74061965942383,28.343775058316478,818.6059333139021
NSW,2/1/2005,19.76,319.3833333,40.1,81.0,2.645751311,7.0,3,R,2005-02-01,2005-02-01,NSW,Temperature,800234.3489860408,18.015027999877926,34.24011611938477,27.059636051501972,743.5861976891939
NSW,2/3/2005,9.6,304.7333333,28.36666667,92.33333333,8.020806277,64.33333333,3,R,2005-02-03,2005-02-03,NSW,Temperature,800234.3489860408,3.7192049026489262,22.790136337280273,16.31492746202336,276.8817794123098
NSW,2/4/2005,52.54,329.02142860000004,34.14285714,83.28571429,5.313952883,28.23809524,7,R,2005-02-04,2005-02-04,NSW,Temperature,800234.3489860408,7.642021656036378,24.423309326171875,19.025010385541545,372.4290307101324
NSW,2/5/2005,282.58,321.4181818,61.27272727,84.81818182,8.600211414,73.96363636,11,R,2005-02-05,2005-02-05,NSW,Temperature,800234.3489860408,9.698763847351074,26.949892044067386,20.444934688624706,429.2867045968029
NSW,2/6/2005,144.3,333.75,84.6,92.1,8.659612513999999,74.98888889,10,R,2005-02-06,2005-02-06,NSW,Temperature,800234.3489860408,12.664374351501465,30.4867000579834,23.52668601452277,566.4183377920311
NSW,2/7/2005,250.98,327.0583333,51.975,84.08333333,7.140898,50.99242424,12,R,2005-02-07,2005-02-07,NSW,Temperature,800234.3489860408,18.356702804565433,34.28379440307617,27.64577400867596,777.4655797491812
NSW,2/8/2005,108.78,331.1611111,180.3666667,94.88888889,7.025746302999999,49.36111111,9,R,2005-02-08,2005-02-08,NSW,Temperature,800234.3489860408,14.702113151550293,35.90079116821289,27.76414159692164,794.1661503428322
NSW,2/10/2005,85.14,305.5125,19.8625,88.25,8.811518436,77.64285714,8,R,2005-02-10,2005-02-10,NSW,Temperature,800234.3489860408,11.736291885375975,27.33716583251953,20.9753286065007,452.82824331751004
NSW,2/11/2005,98.88,332.7055556,72.38888889,90.66666667,7.95298686,63.25,9,R,2005-02-11,2005-02-11,NSW,Temperature,800234.3489860408,13.804662704467773,27.611957550048828,21.9997525532028,493.7193101689031
NSW,2/12/2005,107.67,321.5222222,67.21111111,89.0,9.733961167,94.75,9,R,2005-02-12,2005-02-12,NSW,Temperature,800234.3489860408,10.720806121826172,27.4884033203125,22.028440773181558,495.44301475132414
NSW,2/13/2005,12.92,310.2666667,26.56666667,89.66666667,9.291573243,86.33333333,3,R,2005-02-13,2005-02-13,NSW,Temperature,800234.3489860408,13.721965789794922,29.264827728271484,22.77326054330101,534.1553608581396
NSW,2/14/2005,4.0,323.25,21.0,81.5,0.7071067809999999,0.5,2,R,2005-02-14,2005-02-14,NSW,Temperature,800234.3489860408,15.074910163879395,32.749156951904304,25.81637666446453,685.4551157836464
NSW,2/15/2005,37.05,336.66,69.94,90.0,9.591663047,92.0,5,R,2005-02-15,2005-02-15,NSW,Temperature,800234.3489860408,11.725021362304688,33.56455612182617,26.14836908772924,705.131357145892
NSW,2/16/2005,77.28,316.525,36.8625,85.375,8.584662403,73.69642857,8,R,2005-02-16,2005-02-16,NSW,Temperature,800234.3489860408,10.717802047729492,30.601301193237305,22.338359181857967,516.5553711945853
NSW,2/17/2005,369.0,316.6615385,60.43076923,85.23076923,6.084869845,37.02564103,13,R,2005-02-17,2005-02-17,NSW,Temperature,800234.3489860408,13.811352729797365,30.353012084960927,22.71305901137413,528.1018459968992
NSW,2/18/2005,174.66,335.86363639999996,135.4727273,90.09090909,8.870789654,78.69090909,11,R,2005-02-18,2005-02-18,NSW,Temperature,800234.3489860408,16.430646896362305,34.347789764404304,26.657128599888644,723.0921301783309
NSW,2/19/2005,283.22,329.5857143,422.8,94.42857143,6.051367417000001,36.61904762,7,R,2005-02-19,2005-02-19,NSW,Temperature,800234.3489860408,16.60664176940918,30.73742485046387,24.783827332754488,622.653819016141
NSW,2/21/2005,307.34,318.3357143,244.22857140000002,83.85714286,9.685531674,93.80952381,7,R,2005-02-21,2005-02-21,NSW,Temperature,800234.3489860408,13.692865371704102,31.5374813079834,24.77262617344493,627.0993919623785
NSW,2/22/2005,223.2,317.4107143,27.15714286,87.5,8.83829082,78.11538462,14,R,2005-02-22,2005-02-22,NSW,Temperature,800234.3489860408,16.057342529296875,31.25053405761719,25.865658666235298,681.1205761518198
NSW,2/23/2005,1845.52,323.84857139999997,57.87428571,89.05714286,8.174360407,66.82016807,35,R,2005-02-23,2005-02-23,NSW,Temperature,800234.3489860408,18.0877685546875,32.653762817382805,27.058720312377574,747.0663908971006
NSW,2/24/2005,54.4,319.3583333,55.8,83.66666667,6.121002097000001,37.46666667,6,R,2005-02-24,2005-02-24,NSW,Temperature,800234.3489860408,18.306486129760746,33.530811309814446,26.44154618064627,713.076995264869
NSW,2/25/2005,4.0,345.775,177.95,89.5,14.8492424,220.5,2,R,2005-02-25,2005-02-25,NSW,Temperature,800234.3489860408,15.548121452331545,32.17930221557617,24.76836816333796,624.9750328852571
NSW,2/26/2005,1.0,303.15,8.0,79.0,,,1,R,2005-02-26,2005-02-26,NSW,Temperature,800234.3489860408,12.800540924072266,32.801212310791016,24.740649199355488,626.375542822452
NSW,2/28/2005,1909.44,319.014,65.976,86.4,7.921489759,62.75,25,R,2005-02-28,2005-02-28,NSW,Temperature,800234.3489860408,15.966525077819824,36.18339538574219,27.343119374986514,775.8430953055355
NSW,3/1/2005,2253.44,330.2719512,70.99268293,90.36585366,8.717098421000001,75.98780488,41,R,2005-03-01,2005-03-01,NSW,Temperature,800234.3489860408,17.13381004333496,36.20058822631836,28.210026749838125,817.2486238662835
NSW,3/2/2005,3394.5,318.77413789999997,130.5137931,83.96551724,6.7001213139999996,44.89162562,29,R,2005-03-02,2005-03-02,NSW,Temperature,800234.3489860408,12.437262535095215,33.29457473754883,24.918245575072245,642.5359463209263
NSW,3/3/2005,386.4,328.0529412,97.00588235,87.47058824,9.37495098,87.88970588,17,R,2005-03-03,2005-03-03,NSW,Temperature,800234.3489860408,15.764179229736328,33.25525283813477,24.90615234442893,638.5523675002783
NSW,3/4/2005,2290.4,327.4439394,143.7333333,91.90909091,7.747433592999999,60.02272727,33,R,2005-03-04,2005-03-04,NSW,Temperature,800234.3489860408,14.557382583618164,32.80477523803711,24.875485124983282,634.8507142510924
NSW,3/5/2005,592.45,318.690625,80.775,85.9375,7.646077426000001,58.4625,16,R,2005-03-05,2005-03-05,NSW,Temperature,800234.3489860408,4.123473167419434,26.88010597229004,17.440715087916118,319.0103784279653
NSW,3/6/2005,60.68,331.7785714,55.12857143,90.85714286,7.646972635,58.47619048,7,R,2005-03-06,2005-03-06,NSW,Temperature,800234.3489860408,8.784106254577638,23.35056495666504,17.010640082634676,297.00816472758737
NSW,3/7/2005,1586.3,323.46666669999996,163.8833333,87.72222222,6.332043212,40.09477124,18,R,2005-03-07,2005-03-07,NSW,Temperature,800234.3489860408,10.510064125061037,25.85577964782715,19.71756009486664,397.5873944854234
NSW,3/8/2005,1082.28,329.3672414,59.68965517,87.93103448,9.490337321,90.06650246,29,R,2005-03-08,2005-03-08,NSW,Temperature,800234.3489860408,11.978854179382324,25.90290260314941,20.700898352507735,436.3281377496305
NSW,3/9/2005,2292.84,324.9866667,140.09,88.46666667,6.966586921,48.53333333,30,R,2005-03-09,2005-03-09,NSW,Temperature,800234.3489860408,11.852235794067385,26.47168731689453,21.394954291232096,466.98542831452767
NSW,3/10/2005,2724.48,328.77875,72.21,87.525,8.906890159,79.33269231,40,R,2005-03-10,2005-03-10,NSW,Temperature,800234.3489860408,13.19682502746582,27.84782218933105,22.51048955402477,516.2759989971669
NSW,3/11/2005,4236.2,324.13725489999996,51.27254902,87.47058824,7.561356865,57.17411765,51,R,2005-03-11,2005-03-11,NSW,Temperature,800234.3489860408,15.478986740112305,29.17966270446777,24.084047828881587,591.7637331768027
NSW,3/12/2005,261.66,320.39615380000004,51.77692308,87.07692308,6.701511502000001,44.91025641,13,R,2005-03-12,2005-03-12,NSW,Temperature,800234.3489860408,15.925379753112793,32.531749725341804,25.69208049787278,674.7105517128688
NSW,3/13/2005,20.21,315.6,55.75,98.25,3.5,12.25,4,R,2005-03-13,2005-03-13,NSW,Temperature,800234.3489860408,15.704452514648438,32.693923950195305,26.454339182550893,718.9414529128564
NSW,3/14/2005,3066.7,320.075,85.45,87.88235294,7.285372251,53.07664884,34,R,2005-03-14,2005-03-14,NSW,Temperature,800234.3489860408,15.460562705993652,33.08744430541992,26.67914811830961,732.1477946086841
NSW,3/15/2005,2532.87,325.5722222,45.75111111,89.66666667,8.115641463,65.86363636,45,R,2005-03-15,2005-03-15,NSW,Temperature,800234.3489860408,16.962427139282227,31.83892822265625,25.95788960629764,686.8889235784567
NSW,3/16/2005,2683.72,326.45892860000004,209.8571429,88.39285714,7.0989789860000005,50.39550265,28,R,2005-03-16,2005-03-16,NSW,Temperature,800234.3489860408,7.166382789611816,28.636989593505856,20.06086252027339,421.19424315897743
NSW,3/17/2005,333.3,313.8178571,59.71428571,88.35714286,9.981576435,99.63186813,14,R,2005-03-17,2005-03-17,NSW,Temperature,800234.3489860408,7.066595554351808,23.03310966491699,17.99159992196024,332.2257126900665
NSW,3/18/2005,1067.43,322.3096154,53.30384615,84.69230769,7.254070475,52.62153846,26,R,2005-03-18,2005-03-18,NSW,Temperature,800234.3489860408,8.509998321533201,25.417781829833984,18.48666018981044,354.97926382402466
NSW,3/19/2005,5.98,312.2,25.45,86.0,8.485281374,72.0,2,R,2005-03-19,2005-03-19,NSW,Temperature,800234.3489860408,10.477471351623537,26.40156173706055,19.527171748140248,394.49901828193293
NSW,3/20/2005,194.7,327.1555556,79.74444444,87.66666667,6.480740698,42.0,9,R,2005-03-20,2005-03-20,NSW,Temperature,800234.3489860408,11.268346786499025,25.91658973693848,20.146675257708853,417.37597142652186
NSW,3/21/2005,1040.82,316.40588239999994,87.25882353,83.47058824,7.835158319,61.38970588,17,R,2005-03-21,2005-03-21,NSW,Temperature,800234.3489860408,7.6527886390686035,25.350893020629893,19.73119680250368,402.86625847139254
NSW,3/22/2005,1178.82,324.1453125,51.95,87.53125,7.496168376,56.19254032,32,R,2005-03-22,2005-03-22,NSW,Temperature,800234.3489860408,8.74814510345459,23.955120086669922,18.611885011307077,356.13474587150023
NSW,3/23/2005,5772.0,316.15833330000004,96.60714286,85.92857143,8.001197646,64.01916376,42,R,2005-03-23,2005-03-23,NSW,Temperature,800234.3489860408,8.278833389282228,23.80563926696777,18.768270043189816,362.37249587205537
NSW,3/24/2005,2368.08,323.7577778,45.51555556,86.71111111,8.368290317,70.02828283,45,R,2005-03-24,2005-03-24,NSW,Temperature,800234.3489860408,8.479152679443358,22.870777130126953,18.172957109459148,339.4671858593293
NSW,3/25/2005,112.56,318.7583333,58.01666667,81.33333333,5.645056835,31.86666667,6,R,2005-03-25,2005-03-25,NSW,Temperature,800234.3489860408,5.5120582580566415,22.106304168701172,16.746393771696376,288.8482317335905
NSW,3/26/2005,30.25,317.37,28.88,87.6,9.555103348,91.3,5,R,2005-03-26,2005-03-26,NSW,Temperature,800234.3489860408,9.52381706237793,21.331111907958984,16.894720060300145,293.73407967094823
NSW,3/28/2005,6.21,324.95,81.95,88.5,14.8492424,220.5,2,R,2005-03-28,2005-03-28,NSW,Temperature,800234.3489860408,9.255163192749023,26.02629280090332,20.14299410945124,418.12795944136377
NSW,3/29/2005,286.08,324.2125,103.7416667,89.75,8.635287014,74.56818182,12,R,2005-03-29,2005-03-29,NSW,Temperature,800234.3489860408,10.29927921295166,28.638729095458984,20.805033548113766,451.7337960032294
NSW,3/30/2005,1404.18,318.81875,218.09375,85.3125,7.462964112000001,55.69583333,16,R,2005-03-30,2005-03-30,NSW,Temperature,800234.3489860408,8.83267593383789,26.89310073852539,18.770965255071445,368.5961943624824
NSW,3/31/2005,826.14,323.1222222,41.14444444,86.62962963,7.651787866,58.54985755,27,R,2005-03-31,2005-03-31,NSW,Temperature,800234.3489860408,10.704230308532717,26.367849349975586,19.335151501355018,388.8335963449471
NSW,4/1/2005,13055.0,319.0931034,125.2,84.43103448,7.68710944,59.09165154,58,R,2005-04-01,2005-04-01,NSW,Temperature,800234.3489860408,12.6285982131958,30.23891639709473,20.886789481370712,452.5347329138588
NSW,4/2/2005,1792.47,323.38289469999995,52.73947368,87.07894737,7.527899743,56.66927454,38,R,2005-04-02,2005-04-02,NSW,Temperature,800234.3489860408,14.759162902832033,30.88597869873047,23.846604354502364,586.6022724650808
NSW,4/3/2005,489.6,315.575,54.22857143,83.42857143,6.173320832999999,38.10989011,14,R,2005-04-03,2005-04-03,NSW,Temperature,800234.3489860408,11.273171424865724,28.681066513061523,21.67127283328865,481.03107745475234
NSW,4/4/2005,96.3,318.66875,48.7875,82.25,6.902380542,47.64285714,8,R,2005-04-04,2005-04-04,NSW,Temperature,800234.3489860408,7.414257526397705,26.253910064697266,18.85163059477076,369.45765673819005
NSW,4/5/2005,2134.44,321.2925,49.83,85.45,6.890908167999999,47.48461538,40,R,2005-04-05,2005-04-05,NSW,Temperature,800234.3489860408,9.91148853302002,27.352397918701172,20.279631638842762,428.7178291199538
NSW,4/6/2005,2350.11,314.07258060000004,135.1225806,89.06451613,8.103231799,65.66236559,31,R,2005-04-06,2005-04-06,NSW,Temperature,800234.3489860408,11.279073715209961,28.522003173828125,21.597338208220922,479.70557634089994
NSW,4/7/2005,1036.48,316.566129,49.08709677,85.4516129,8.297946371,68.85591398,31,R,2005-04-07,2005-04-07,NSW,Temperature,800234.3489860408,11.701272010803224,27.603935241699208,22.281408658570687,508.5285083151399
NSW,4/8/2005,119.97,317.1357143,67.44285714,82.14285714,3.38765265,11.47619048,7,R,2005-04-08,2005-04-08,NSW,Temperature,800234.3489860408,13.635117530822756,28.600963592529297,23.40775197890651,561.6914130075693
NSW,4/9/2005,344.27,318.790625,39.3,86.875,6.955812917,48.38333333,16,R,2005-04-09,2005-04-09,NSW,Temperature,800234.3489860408,13.791910171508787,30.35994529724121,24.25300070279189,606.1057414440156
NSW,4/10/2005,152.46,311.9642857,74.38571429,87.28571429,8.159131606,66.57142857,7,R,2005-04-10,2005-04-10,NSW,Temperature,800234.3489860408,14.360283851623535,30.02592849731445,23.4158735114167,559.675828567115
NSW,4/11/2005,1907.55,320.5125,48.99722222,84.02777778,7.416144978999999,54.99920635,36,R,2005-04-11,2005-04-11,NSW,Temperature,800234.3489860408,11.967543601989744,29.74323654174805,22.221765608443263,507.14682400203344
NSW,4/12/2005,10017.1,321.6615385,55.76538462,85.37179487,7.306124409,53.37945388,78,R,2005-04-12,2005-04-12,NSW,Temperature,800234.3489860408,13.26592254638672,29.41590881347656,21.65832137167056,484.7447325846825
NSW,4/13/2005,14138.28,315.4962687,74.54328358,83.65671642,6.397329554,40.92582542,67,R,2005-04-13,2005-04-13,NSW,Temperature,800234.3489860408,13.628586769104006,29.51457214355469,22.170981086661506,508.1616110576613
NSW,4/14/2005,758.15,322.0,57.4,88.0,7.716570128,59.54545455,23,R,2005-04-14,2005-04-14,NSW,Temperature,800234.3489860408,10.444305419921877,26.2408447265625,19.455092967850003,390.8421368333496
NSW,4/15/2005,76.76,317.0083333,63.88333333,86.5,5.00999002,25.1,6,R,2005-04-15,2005-04-15,NSW,Temperature,800234.3489860408,9.301732063293457,25.39661026000977,18.49111024787895,354.22544207098235
NSW,4/16/2005,26.52,316.17,34.66,86.4,7.0213958729999995,49.3,5,R,2005-04-16,2005-04-16,NSW,Temperature,800234.3489860408,10.910848617553713,26.778667449951172,19.628018774662603,397.50026750546937
NSW,4/17/2005,10.53,311.475,32.9,76.0,0.0,0.0,2,R,2005-04-17,2005-04-17,NSW,Temperature,800234.3489860408,13.800580978393555,26.74188041687012,21.137318355154463,455.72599958415606
NSW,4/18/2005,1521.1,319.5029412,49.58529412,87.58823529,9.274002917999999,86.00713012,34,R,2005-04-18,2005-04-18,NSW,Temperature,800234.3489860408,8.235576629638674,26.416921615600586,19.604182975152163,398.2411255381317
NSW,4/19/2005,7636.25,316.17413789999995,72.42068966,86.41379309999999,7.686932367000001,59.08892922,58,R,2005-04-19,2005-04-19,NSW,Temperature,800234.3489860408,7.769505023956299,25.07101249694824,17.787665506510486,331.6675555955585
NSW,4/20/2005,3694.1,316.8418605,53.43255814,85.1627907,8.292079504,68.75858249999999,43,R,2005-04-20,2005-04-20,NSW,Temperature,800234.3489860408,7.9034385681152335,23.450239181518555,17.113480623527213,301.24688449784117
NSW,4/21/2005,4928.42,318.6974576,41.41694915,84.96610169,6.9231398639999995,47.92986558,59,R,2005-04-21,2005-04-21,NSW,Temperature,800234.3489860408,10.10271453857422,23.82338523864746,18.365527808906624,347.598285356782
NSW,4/22/2005,2564.94,313.00185189999996,79.37037037,85.0,7.971101651000001,63.53846154,27,R,2005-04-22,2005-04-22,NSW,Temperature,800234.3489860408,10.765207290649414,24.99982452392578,19.069723442001273,373.20028167821175
NSW,4/23/2005,251.02,318.4866667,35.70666667,87.26666667,7.959420893,63.35238095,15,R,2005-04-23,2005-04-23,NSW,Temperature,800234.3489860408,10.806142807006836,24.652990341186523,19.339549421423897,382.4339805092686
NSW,4/24/2005,53.04,304.4166667,28.3,85.83333333,5.741660619,32.96666667,6,R,2005-04-24,2005-04-24,NSW,Temperature,800234.3489860408,12.390788078308105,24.783302307128906,20.104962629919566,415.0479444966583
NSW,4/25/2005,110.21,321.465,45.96,86.8,9.307106007,86.62222222,10,R,2005-04-25,2005-04-25,NSW,Temperature,800234.3489860408,11.641913414001465,25.199075698852536,19.806058872682573,402.3723406608883
NSW,4/26/2005,3522.4,316.9090909,146.92424240000003,87.03030303,8.079622703,65.28030303,33,R,2005-04-26,2005-04-26,NSW,Temperature,800234.3489860408,11.592334747314453,25.55208396911621,19.639085657455045,395.28863533823585
NSW,4/27/2005,8078.07,320.67318839999996,71.07536232,86.26086957,7.043253288,49.60741688,69,R,2005-04-27,2005-04-27,NSW,Temperature,800234.3489860408,9.315128326416016,24.88937759399414,19.89134367975408,407.4471475233585
NSW,4/28/2005,19570.72,324.57175930000005,95.28425926,88.67592593,8.377572087999999,70.18371409,108,R,2005-04-28,2005-04-28,NSW,Temperature,800234.3489860408,11.726709365844727,24.94207572937012,20.55151351465853,432.41268267629073
NSW,4/29/2005,91.12,311.5,107.45,82.5,2.886751346,8.333333332999999,4,R,2005-04-29,2005-04-29,NSW,Temperature,800234.3489860408,5.7017974853515625,24.131969451904297,17.41134483613067,319.9524398568267
NSW,4/30/2005,634.23,316.0391304,48.17826087,86.0,9.140320265,83.54545455,23,R,2005-04-30,2005-04-30,NSW,Temperature,800234.3489860408,6.4193878173828125,21.163795471191406,15.004948486263187,231.92093882356048
NSW,5/2/2005,3677.32,320.78644069999996,60.6559322,88.22033898,8.321280978999999,69.24371712,59,R,2005-05-02,2005-05-02,NSW,Temperature,800234.3489860408,7.239014148712157,18.947175979614254,14.755827135499866,224.31544006463756
NSW,5/3/2005,1402.2,320.68684210000004,397.4947368,89.52631579,9.269834117,85.92982456,19,R,2005-05-03,2005-05-03,NSW,Temperature,800234.3489860408,9.065126419067383,21.824392318725586,16.317535085827696,273.4772423708904
NSW,5/4/2005,1961.4,324.6210526,124.9315789,88.44736842,8.955437329,80.19985775,38,R,2005-05-04,2005-05-04,NSW,Temperature,800234.3489860408,10.329270362854004,21.74116516113281,16.88945185256049,291.2186790573034
NSW,5/5/2005,736.0,315.1833333,70.38888889,87.16666667,9.069989299,82.26470588,18,R,2005-05-05,2005-05-05,NSW,Temperature,800234.3489860408,10.448503494262695,22.216554641723643,17.217861252345198,302.89769069985675
NSW,5/6/2005,632.8,311.9763158,39.25789474,85.89473684,6.870991654,47.21052632,19,R,2005-05-06,2005-05-06,NSW,Temperature,800234.3489860408,8.536587715148926,21.9079704284668,16.5869628050485,281.57369512963373
NSW,5/7/2005,550.8,320.9131579,81.13157895,88.31578947,9.333646611,87.11695906,19,R,2005-05-07,2005-05-07,NSW,Temperature,800234.3489860408,6.081480979919434,21.85991096496582,16.815317546131652,293.0860561193241
NSW,5/8/2005,117.0,310.0,46.27777778,86.0,9.287087811000001,86.25,9,R,2005-05-08,2005-05-08,NSW,Temperature,800234.3489860408,6.446610927581787,23.38973617553711,16.501755667126275,286.0146302790098
NSW,5/9/2005,690.48,315.5695652,36.21304348,85.08695652,6.119366006,37.44664032,23,R,2005-05-09,2005-05-09,NSW,Temperature,800234.3489860408,6.466347694396973,23.842424392700195,17.083331704653865,303.7506021625076
NSW,5/10/2005,4644.58,324.63,479.48857139999996,91.77142857,8.845356756000001,78.24033613,35,R,2005-05-10,2005-05-10,NSW,Temperature,800234.3489860408,6.409491062164308,22.167972564697266,16.823279530382155,293.59485221380237
NSW,5/11/2005,2645.0,320.9635417,70.41041667,88.1875,8.506958979,72.36835106,48,R,2005-05-11,2005-05-11,NSW,Temperature,800234.3489860408,6.2092156410217285,20.75666046142578,14.640190325466845,221.4633340513428
NSW,5/12/2005,4559.1,314.8881579,146.37631580000001,88.39473684,8.799691252999999,77.43456615,38,R,2005-05-12,2005-05-12,NSW,Temperature,800234.3489860408,7.261502265930176,18.080251693725586,14.028217396355984,200.01908786375301
NSW,5/13/2005,459.8,313.83,53.75333333,84.0,5.503245796,30.28571429,15,R,2005-05-13,2005-05-13,NSW,Temperature,800234.3489860408,6.706766128540039,18.927122116088867,13.961150989374412,198.75376068153872
NSW,5/14/2005,485.56,315.7088235,65.76470588,84.29411765,7.7682422870000005,60.34558824,17,R,2005-05-14,2005-05-14,NSW,Temperature,800234.3489860408,5.853316307067871,19.127744674682614,14.087385639016421,206.90081448282916
