Region,Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Std_confidence,Var_confidence,Count,Replaced
NSW,3/9/2005,2292.84,324.9866667,140.09,88.46666667,6.966586921,48.53333333,30,R
NSW,3/10/2005,2724.48,328.77875,72.21,87.525,8.906890159,79.33269231,40,R
NSW,3/11/2005,4236.2,324.1372549,51.27254902,87.47058824,7.561356865,57.17411765,51,R
NSW,3/12/2005,261.66,320.3961538,51.77692308,87.07692308,6.701511502,44.91025641,13,R
NSW,3/13/2005,20.21,315.6,55.75,98.25,3.5,12.25,4,R
NSW,3/14/2005,3066.7,320.075,85.45,87.88235294,7.285372251,53.07664884,34,R
NSW,3/15/2005,2532.87,325.5722222,45.75111111,89.66666667,8.115641463,65.86363636,45,R
NSW,3/16/2005,2683.72,326.4589286,209.8571429,88.39285714,7.098978986,50.39550265,28,R
NSW,3/17/2005,333.3,313.8178571,59.71428571,88.35714286,9.981576435,99.63186813,14,R
NSW,3/18/2005,1067.43,322.3096154,53.30384615,84.69230769,7.254070475,52.62153846,26,R
NSW,3/19/2005,5.98,312.2,25.45,86,8.485281374,72,2,R
NSW,3/20/2005,194.7,327.1555556,79.74444444,87.66666667,6.480740698,42,9,R
NSW,3/21/2005,1040.82,316.4058824,87.25882353,83.47058824,7.835158319,61.38970588,17,R
NSW,3/22/2005,1178.82,324.1453125,51.95,87.53125,7.496168376,56.19254032,32,R
NSW,3/23/2005,5772,316.1583333,96.60714286,85.92857143,8.001197646,64.01916376,42,R
NSW,3/24/2005,2368.08,323.7577778,45.51555556,86.71111111,8.368290317,70.02828283,45,R
NSW,3/25/2005,112.56,318.7583333,58.01666667,81.33333333,5.645056835,31.86666667,6,R
NSW,3/26/2005,30.25,317.37,28.88,87.6,9.555103348,91.3,5,R
NSW,3/28/2005,6.21,324.95,81.95,88.5,14.8492424,220.5,2,R
NSW,3/29/2005,286.08,324.2125,103.7416667,89.75,8.635287014,74.56818182,12,R
NSW,3/30/2005,1404.18,318.81875,218.09375,85.3125,7.462964112,55.69583333,16,R
NSW,3/31/2005,826.14,323.1222222,41.14444444,86.62962963,7.651787866,58.54985755,27,R
NSW,4/1/2005,13055,319.0931034,125.2,84.43103448,7.68710944,59.09165154,58,R
NSW,4/2/2005,1792.47,323.3828947,52.73947368,87.07894737,7.527899743,56.66927454,38,R
NSW,4/3/2005,489.6,315.575,54.22857143,83.42857143,6.173320833,38.10989011,14,R
NSW,4/4/2005,96.3,318.66875,48.7875,82.25,6.902380542,47.64285714,8,R
NSW,4/5/2005,2134.44,321.2925,49.83,85.45,6.890908168,47.48461538,40,R
NSW,4/6/2005,2350.11,314.0725806,135.1225806,89.06451613,8.103231799,65.66236559,31,R
NSW,4/7/2005,1036.48,316.566129,49.08709677,85.4516129,8.297946371,68.85591398,31,R
NSW,4/8/2005,119.97,317.1357143,67.44285714,82.14285714,3.38765265,11.47619048,7,R
NSW,4/9/2005,344.27,318.790625,39.3,86.875,6.955812917,48.38333333,16,R
NSW,4/10/2005,152.46,311.9642857,74.38571429,87.28571429,8.159131606,66.57142857,7,R
NSW,4/11/2005,1907.55,320.5125,48.99722222,84.02777778,7.416144979,54.99920635,36,R
NSW,4/12/2005,10017.1,321.6615385,55.76538462,85.37179487,7.306124409,53.37945388,78,R
NSW,4/13/2005,14138.28,315.4962687,74.54328358,83.65671642,6.397329554,40.92582542,67,R
NSW,4/14/2005,758.15,322,57.4,88,7.716570128,59.54545455,23,R
NSW,4/15/2005,76.76,317.0083333,63.88333333,86.5,5.00999002,25.1,6,R
NSW,4/16/2005,26.52,316.17,34.66,86.4,7.021395873,49.3,5,R
NSW,4/17/2005,10.53,311.475,32.9,76,0,0,2,R
NSW,4/18/2005,1521.1,319.5029412,49.58529412,87.58823529,9.274002918,86.00713012,34,R
NSW,4/19/2005,7636.25,316.1741379,72.42068966,86.4137931,7.686932367,59.08892922,58,R
NSW,4/20/2005,3694.1,316.8418605,53.43255814,85.1627907,8.292079504,68.7585825,43,R
NSW,4/21/2005,4928.42,318.6974576,41.41694915,84.96610169,6.923139864,47.92986558,59,R
NSW,4/22/2005,2564.94,313.0018519,79.37037037,85,7.971101651,63.53846154,27,R
NSW,4/23/2005,251.02,318.4866667,35.70666667,87.26666667,7.959420893,63.35238095,15,R
NSW,4/24/2005,53.04,304.4166667,28.3,85.83333333,5.741660619,32.96666667,6,R
NSW,4/25/2005,110.21,321.465,45.96,86.8,9.307106007,86.62222222,10,R
NSW,4/26/2005,3522.4,316.9090909,146.9242424,87.03030303,8.079622703,65.28030303,33,R
NSW,4/27/2005,8078.07,320.6731884,71.07536232,86.26086957,7.043253288,49.60741688,69,R
NSW,4/28/2005,19570.72,324.5717593,95.28425926,88.67592593,8.377572088,70.18371409,108,R
NSW,4/29/2005,91.12,311.5,107.45,82.5,2.886751346,8.333333333,4,R
NSW,4/30/2005,634.23,316.0391304,48.17826087,86,9.140320265,83.54545455,23,R
NSW,5/2/2005,3677.32,320.7864407,60.6559322,88.22033898,8.321280979,69.24371712,59,R
NSW,5/3/2005,1402.2,320.6868421,397.4947368,89.52631579,9.269834117,85.92982456,19,R
NSW,5/4/2005,1961.4,324.6210526,124.9315789,88.44736842,8.955437329,80.19985775,38,R
NSW,5/5/2005,736,315.1833333,70.38888889,87.16666667,9.069989299,82.26470588,18,R
NSW,5/6/2005,632.8,311.9763158,39.25789474,85.89473684,6.870991654,47.21052632,19,R
NSW,5/7/2005,550.8,320.9131579,81.13157895,88.31578947,9.333646611,87.11695906,19,R
NSW,5/8/2005,117,310,46.27777778,86,9.287087811,86.25,9,R
NSW,5/9/2005,690.48,315.5695652,36.21304348,85.08695652,6.119366006,37.44664032,23,R
NSW,5/10/2005,4644.58,324.63,479.4885714,91.77142857,8.845356756,78.24033613,35,R
NSW,5/11/2005,2645,320.9635417,70.41041667,88.1875,8.506958979,72.36835106,48,R
NSW,5/12/2005,4559.1,314.8881579,146.3763158,88.39473684,8.799691253,77.43456615,38,R
NSW,5/13/2005,459.8,313.83,53.75333333,84,5.503245796,30.28571429,15,R
NSW,5/14/2005,485.56,315.7088235,65.76470588,84.29411765,7.768242287,60.34558824,17,R
NSW,5/15/2005,436.08,309.62,80.92,80.3,2.584139659,6.677777778,10,R
NSW,5/16/2005,403.2,313.8111111,35.56666667,85.83333333,5.923532332,35.08823529,18,R
NSW,5/17/2005,1400.58,305.9861111,108.6611111,87.77777778,9.321420969,86.88888889,18,R
NSW,5/18/2005,1900.32,312.902381,37.22380952,85.5952381,7.701946298,59.31997677,42,R
NSW,5/19/2005,1483.35,311.5625,75.84166667,84.58333333,6.69143948,44.77536232,24,R
NSW,5/20/2005,1642.11,313.0114286,46.90571429,85.57142857,5.751141648,33.07563025,35,R
NSW,5/21/2005,1728.9,308.644,58.312,82.08,4.517742799,20.41,25,R
NSW,5/22/2005,216.79,310.7454545,32.95454545,80.36363636,5.16280403,26.65454545,11,R
NSW,5/23/2005,2546.67,320.4595238,120.897619,88.42857143,8.762845225,76.78745645,42,R
NSW,5/24/2005,392.04,311.075,121.6833333,87,8.124038405,66,12,R
NSW,5/25/2005,1199.9,315.5625,55.51875,86.5,8.717797887,76,32,R
NSW,5/26/2005,6630.8,308.7243243,147.9837838,85,6.271629241,39.33333333,37,R
NSW,5/27/2005,300.96,312.0176471,29.85882353,84.23529412,6.731729085,45.31617647,17,R
NSW,5/28/2005,572.9,307.255,133.22,82,5.011098793,25.11111111,10,R
NSW,5/29/2005,889.17,317.03,67.588,87.72,8.701149349,75.71,25,R
NSW,5/30/2005,2497,313.8641026,87.58717949,86.33333333,7.473931303,55.85964912,39,R
NSW,5/31/2005,577.8,314.7083333,83.75,86.94444444,8.134691304,66.17320261,18,R
NSW,6/1/2005,2374.15,311.0130952,35.79761905,84.42857143,6.439750249,41.47038328,42,R
NSW,6/2/2005,643.5,309.1307692,81.91538462,81.23076923,7.013722813,49.19230769,13,R
NSW,6/3/2005,3557.02,316.4362069,44.45689655,86.44827586,7.923255608,62.77797943,58,R
NSW,6/4/2005,82.08,310.26,103.32,86.6,6.426507605,41.3,5,R
NSW,6/5/2005,115,312.9166667,32.34444444,83.22222222,6.016181883,36.19444444,9,R
NSW,6/6/2005,4178.72,309.4679487,89.92820513,83.23076923,6.776358044,45.91902834,39,R
NSW,6/7/2005,3550.92,310.6384615,62.05641026,83.28205128,5.929181704,35.15519568,39,R
NSW,6/8/2005,364.9,309.196875,44.975,84.5625,5.04603805,25.4625,16,R
NSW,6/9/2005,135.8,309.78125,134.9875,90.5,11.25039682,126.5714286,8,R
NSW,6/12/2005,1,302.55,17.9,79,,,1,R
NSW,6/14/2005,51.68,301.0583333,38.26666667,84.66666667,4.966554809,24.66666667,6,R
NSW,6/15/2005,5.5,306.65,41.25,85.5,9.192388155,84.5,2,R
NSW,6/16/2005,13.94,309.7666667,47.26666667,85.33333333,10.06644591,101.3333333,3,R
NSW,6/17/2005,28.08,314.26,117.02,97.4,5.813776741,33.8,5,R
NSW,6/18/2005,5.27,301.3,71.9,77,,,1,R
NSW,6/21/2005,5.72,295.15,20.45,81,1.414213562,2,2,R
NSW,6/24/2005,4.2,303.3,21.9,79.5,4.949747468,24.5,2,R
NSW,6/25/2005,9.6,300.7,145.9,76,,,1,R
NSW,6/26/2005,201.6,307.6285714,29.35714286,84.28571429,5.525167195,30.52747253,14,R
NSW,6/28/2005,320.16,310.6852941,46.41176471,85.35294118,6.754083732,45.61764706,17,R
NSW,7/5/2005,169,317.7653846,82.54615385,88.30769231,8.14846218,66.3974359,13,R
NSW,7/6/2005,9.3,308.2333333,41.36666667,88,10.44030651,109,3,R
NSW,7/7/2005,4.62,311.025,29.4,85.5,6.363961031,40.5,2,R
NSW,7/9/2005,2.8,294.65,37.8,79,,,1,R
NSW,7/11/2005,12.54,307.45,32.4,81,7.810249676,61,3,R
NSW,7/16/2005,1,308.25,24.2,83,,,1,R
NSW,7/17/2005,35.84,306.84,37.78,86.4,6.503845017,42.3,5,R
NSW,7/18/2005,43.47,309.275,29.71666667,83.83333333,5.076087732,25.76666667,6,R
NSW,7/19/2005,111.15,308.78125,45.2875,84.125,3.758324095,14.125,8,R
NSW,7/21/2005,16,308.5,28.9,84,7.571877794,57.33333333,4,R
NSW,7/22/2005,6.96,298.25,33.6,79,1.414213562,2,2,R
NSW,7/23/2005,11.52,306.7,23.46666667,80,3.605551275,13,3,R
NSW,7/24/2005,17.92,302.925,84.3,79,2.828427125,8,2,R
NSW,7/25/2005,157.44,314.4541667,41.73333333,87,8.655003808,74.90909091,12,R
NSW,7/26/2005,2.94,309.8,67.1,83,,,1,R
NSW,7/27/2005,6.67,303.35,33.95,82.5,3.535533906,12.5,2,R
NSW,7/28/2005,24.3,312.1625,36.725,84,4.320493799,18.66666667,4,R
NSW,7/29/2005,5.28,303.025,31.1,91,9.899494937,98,2,R
NSW,7/30/2005,38.43,308.7166667,23.51666667,83.66666667,4.926120854,24.26666667,6,R
NSW,7/31/2005,77.25,304.3416667,40.75,84.5,8.961026727,80.3,6,R
NSW,8/1/2005,219.96,308.7269231,28.46153846,81.76923077,5.775722843,33.35897436,13,R
NSW,8/2/2005,128.76,316.2454545,51.4,90.72727273,6.435695908,41.41818182,11,R
NSW,8/3/2005,71.28,309.5375,26.1125,81.375,5.208166664,27.125,8,R
NSW,8/6/2005,1.1,315.4,43.9,91,,,1,R
NSW,8/8/2005,91.91,306.525,29.15,83.875,6.833478512,46.69642857,8,R
NSW,8/9/2005,7.2,302.925,60.6,100,0,0,2,R
NSW,8/10/2005,1751,310.5325,30.3775,83.425,6.025107723,36.30192308,40,R
NSW,8/11/2005,101.2,302.9375,29.6125,79.125,2.587745848,6.696428571,8,R
NSW,8/12/2005,11.84,309.5166667,51.46666667,87.66666667,4.618802154,21.33333333,3,R
NSW,8/13/2005,140.12,308.59,31.26,83,4,16,10,R
NSW,8/14/2005,19.89,305.9333333,62,85,4.582575695,21,3,R
NSW,8/15/2005,27.54,310.3,27.54,84.4,4.615192304,21.3,5,R
NSW,8/16/2005,14.35,305.2166667,26.23333333,78.66666667,0.577350269,0.333333333,3,R
NSW,8/17/2005,325.68,310.8647059,26.02352941,82.05882353,6.504523313,42.30882353,17,R
NSW,8/18/2005,440.82,309.878125,42.1375,83.375,5.6199051,31.58333333,16,R
NSW,8/19/2005,286.88,306.6833333,25.42,82,4.750939757,22.57142857,15,R
NSW,8/20/2005,3.08,322.95,260.2,100,,,1,R
NSW,8/21/2005,44.25,310.05,41.54,83.4,4.979959839,24.8,5,R
NSW,8/22/2005,152.1,308.9227273,33.35454545,85.27272727,5.293220364,28.01818182,11,R
NSW,8/23/2005,148.72,303.74375,49.325,85.125,9.62789845,92.69642857,8,R
NSW,8/24/2005,419.89,310.5105263,30.02105263,84.47368421,4.959484976,24.59649123,19,R
NSW,8/25/2005,27.3,306.6833333,129.4,89,7,49,3,R
NSW,8/26/2005,351.44,310.8472222,28.46666667,84.72222222,7.019347678,49.27124183,18,R
NSW,8/27/2005,49.5,313.3583333,48.31666667,88.83333333,7.467708261,55.76666667,6,R
NSW,8/28/2005,82.08,307.36,54.56,80.2,6.058052492,36.7,5,R
NSW,8/29/2005,438.7,323.6525,131.605,89.3,9.257145178,85.69473684,20,R
NSW,8/30/2005,3.45,305.05,41.8,76,,,1,R
NSW,8/31/2005,152.1,314.05,39.50909091,83.90909091,7.917759095,62.69090909,11,R
NSW,9/1/2005,165.2,307.705,29.36,81.4,3.470510689,12.04444444,10,R
NSW,9/2/2005,44.8,312.2666667,23.6,80.16666667,3.060501048,9.366666667,6,R
NSW,9/3/2005,1.21,323.6,115.5,100,,,1,R
NSW,9/4/2005,4.4,316.975,35.1,88,2.828427125,8,2,R
NSW,9/6/2005,13.05,305.65,48.4,78,1.414213562,2,2,R
NSW,9/7/2005,239.89,317.1285714,47.83571429,88.21428571,7.094727961,50.33516484,14,R
NSW,9/8/2005,45.43,309.62,40.42,89.2,10.37786105,107.7,5,R
NSW,9/9/2005,411.6,315.1342105,26.91578947,82.68421053,5.333881551,28.4502924,19,R
NSW,9/10/2005,21.56,311.175,36.325,87.75,10.21028893,104.25,4,R
NSW,9/12/2005,49.6,306.3,60.64,91.6,11.69615321,136.8,5,R
NSW,9/13/2005,73.47,314.7285714,48.68571429,85.14285714,9.335033859,87.14285714,7,R
NSW,9/14/2005,97.2,308.93125,32.45,83,3.625307869,13.14285714,8,R
NSW,9/15/2005,167.04,306.7,30.69,82.5,4.97214463,24.72222222,10,R
NSW,9/18/2005,1,304.75,13.8,76,,,1,R
NSW,9/19/2005,49.4,309.5833333,27.75,81.66666667,3.265986324,10.66666667,6,R
NSW,9/20/2005,952.85,309.9696429,30.39642857,83.32142857,7.625753497,58.1521164,28,R
NSW,9/21/2005,515.74,317.7575,51.975,88.1,8.207185555,67.35789474,20,R
NSW,9/22/2005,93.24,312.0428571,50.67142857,85.14285714,6.335839103,40.14285714,7,R
NSW,9/23/2005,403.56,310.52,41.92,85.2,6.037975063,36.45714286,15,R
NSW,9/24/2005,83.46,310.7166667,46.96666667,82,6.292853089,39.6,6,R
NSW,9/25/2005,30.24,315.12,30.94,85.8,4.494441011,20.2,5,R
NSW,9/27/2005,48.84,311.425,52.11666667,91.83333333,8.886319073,78.96666667,6,R
NSW,9/28/2005,56.94,316.3857143,40.14285714,87.42857143,6.972736021,48.61904762,7,R
NSW,9/29/2005,4.2,306.925,17.9,78,0,0,2,R
NSW,9/30/2005,29.64,323.19,59.24,93,8.602325267,74,5,R
NSW,10/1/2005,9.99,311.05,42.65,77,1.414213562,2,2,R
NSW,10/2/2005,690,317.1586957,36.47391304,84.69565217,6.406209932,41.03952569,23,R
NSW,10/3/2005,4313.4,313.5340909,76.58863636,88.81818182,9.114957621,83.08245243,44,R
NSW,10/4/2005,2577.03,329.5265957,88.34255319,91.4893617,8.131720874,66.12488437,47,R
NSW,10/5/2005,22.95,311.9625,25.5,82.75,4.991659711,24.91666667,4,R
NSW,10/6/2005,3049.14,324.8235294,49.47843137,87.45098039,7.035094102,49.49254902,51,R
NSW,10/7/2005,16.64,315.675,101.7,82,0,0,2,R
NSW,10/8/2005,1105.95,317.4826923,47.78461538,83.65384615,5.712738802,32.63538462,26,R
NSW,10/9/2005,1609.2,315.385,62.63333333,86.96666667,7.237275794,52.37816092,30,R
NSW,10/10/2005,278.1,310.68,62.62,84.6,8.694826048,75.6,10,R
NSW,10/11/2005,1493.26,320.1541667,38.71111111,85.27777778,7.420477886,55.06349206,36,R
NSW,10/12/2005,79.54,313.4285714,34.37142857,80,3.785938897,14.33333333,7,R
NSW,10/13/2005,22.88,317.7,42.825,85.75,6.396613687,40.91666667,4,R
NSW,10/15/2005,11.76,311.525,60.45,82,1.414213562,2,2,R
NSW,10/17/2005,18.45,306.0125,24.8,89,8.041558721,64.66666667,4,R
NSW,10/18/2005,24.3,310.2875,32.725,84,7.874007874,62,4,R
NSW,10/22/2005,26.79,317.1125,42.825,85.25,5.188127472,26.91666667,4,R
NSW,10/24/2005,101.25,315.7333333,68.78333333,82.66666667,3.444802849,11.86666667,6,R
NSW,10/25/2005,1,305,26.9,100,,,1,R
NSW,10/26/2005,123.84,309.2,47.95,89.5,8.552359741,73.14285714,8,R
NSW,10/27/2005,79.98,323.8,37.225,83.625,8.617880084,74.26785714,8,R
NSW,10/28/2005,25.3,317.175,39.425,85.75,4.031128874,16.25,4,R
NSW,10/29/2005,4.62,311.1,20.85,80,4.242640687,18,2,R
NSW,10/31/2005,1.32,309.5,19.1,78,,,1,R
NSW,11/2/2005,11.2,310.95,48.65,78.5,2.121320344,4.5,2,R
NSW,11/3/2005,1.68,317.05,19.4,76,,,1,R
NSW,11/6/2005,1.21,314.2,18.6,79,,,1,R
NSW,11/9/2005,1.32,314.15,20.4,78,,,1,R
NSW,11/10/2005,1,328.05,27,86,,,1,R
NSW,11/11/2005,2.8,298.2,34.6,79,,,1,R
NSW,11/12/2005,4,324.625,38.75,88.5,7.778174593,60.5,2,R
NSW,11/16/2005,580.17,330.9340909,124.6772727,94.59090909,6.529486897,42.63419913,22,R
NSW,11/17/2005,4.84,315.975,25.95,87.5,0.707106781,0.5,2,R
NSW,11/18/2005,2.21,318.9,62,86,,,1,R
NSW,11/19/2005,1.1,298.7,12,76,,,1,R
NSW,11/21/2005,1,318.25,35.6,88,,,1,R
NSW,11/27/2005,50.4,317.925,71.525,80.75,3.593976442,12.91666667,4,R
NSW,11/28/2005,16.8,330.1,61.125,87.25,8.995369179,80.91666667,4,R
NSW,11/30/2005,19.32,320.15,35.95,85,6.055300708,36.66666667,4,R
NSW,12/1/2005,5.28,320.675,20.4,79,0,0,2,R
NSW,12/2/2005,3.08,312.95,43.5,76,,,1,R
NSW,12/3/2005,22.23,303.9666667,48.4,89.33333333,10.5039675,110.3333333,3,R
NSW,12/4/2005,25.83,318.3333333,97.66666667,84,6.557438524,43,3,R
NSW,12/5/2005,75.6,332.475,61.3875,88.875,8.50944853,72.41071429,8,R
NSW,12/6/2005,18.62,315.1666667,38.3,77.33333333,0.577350269,0.333333333,3,R
NSW,12/7/2005,54.4,313.275,31.11666667,90.16666667,9.130534851,83.36666667,6,R
NSW,12/8/2005,17.64,320.9375,30.95,86.25,6.130524719,37.58333333,4,R
NSW,12/9/2005,147.06,314.525,30.35,84.1,7.563802689,57.21111111,10,R
NSW,12/10/2005,410.4,321.3866667,67.46666667,90.26666667,10.319653,106.4952381,15,R
NSW,12/11/2005,161.2,316.78125,54.5125,88,10.44714589,109.1428571,8,R
NSW,12/12/2005,38.4,333.0666667,97.4,88.83333333,6.306081721,39.76666667,6,R
NSW,12/13/2005,137.61,316.53125,50.2125,85.5,8.228869042,67.71428571,8,R
NSW,12/14/2005,513.02,334.6363636,61.63181818,89.77272727,9.278402049,86.08874459,22,R
NSW,12/15/2005,10.23,323.7166667,29.26666667,83.66666667,7.023769169,49.33333333,3,R
NSW,12/16/2005,2.34,319,28.1,76,,,1,R
NSW,12/17/2005,11.2,329.8,132.5,89.5,14.8492424,220.5,2,R
NSW,12/18/2005,114.24,327.775,70.9,88.25,8.795290948,77.35714286,8,R
NSW,12/19/2005,34.1,340.35,82.72,95.8,6.379655163,40.7,5,R
NSW,12/20/2005,407.66,321.2147059,41.61176471,91.23529412,8.340634057,69.56617647,17,R
NSW,12/21/2005,25,343.09,86.1,93,7.348469228,54,5,R
NSW,12/23/2005,29.64,325.03,95.84,87.6,9.099450533,82.8,5,R
NSW,12/24/2005,62.4,339.1625,518.025,96.25,6.238322424,38.91666667,4,R
NSW,12/25/2005,2215.29,335.5220588,171.5323529,95.41176471,5.726692668,32.79500891,34,R
NSW,12/26/2005,253.11,341.5227273,197.4272727,95.27272727,6.827750861,46.61818182,11,R
NSW,12/27/2005,90.75,329.55,175.54,90,8,64,5,R
NSW,12/29/2005,4.62,317.25,15.1,84.5,12.02081528,144.5,2,R
NSW,12/30/2005,74.74,312.425,43.28333333,84.66666667,5.853773712,34.26666667,6,R
NSW,12/31/2005,116.15,311.9388889,21.87777778,81.77777778,5.35671956,28.69444444,9,R
NSW,1/1/2006,3604.3,329.4945652,118.4913043,91.58695652,7.588225051,57.58115942,46,R
NSW,1/2/2006,2638.86,316.0642857,69.01428571,91.34285714,8.56787041,73.40840336,35,R
NSW,1/3/2006,2902.5,319.2984375,154.225,94.71875,7.007987954,49.11189516,32,R
NSW,1/4/2006,309.42,318.5566667,52.14666667,96.26666667,4.148436309,17.20952381,15,R
NSW,1/5/2006,558.26,312.6794118,72.93529412,92.58823529,9.103974568,82.88235294,17,R
NSW,1/6/2006,26,329.12,36.48,90.4,6.348228099,40.3,5,R
NSW,1/7/2006,14.7,313.55,68.15,86,5.656854249,32,2,R
NSW,1/8/2006,26.88,336.35,80.975,94,4.320493799,18.66666667,4,R
NSW,1/9/2006,16.1,321.8666667,62.3,88,11.53256259,133,3,R
NSW,1/10/2006,6.72,323.45,76.85,81.5,4.949747468,24.5,2,R
NSW,1/14/2006,1.92,304.75,16.6,83,,,1,R
NSW,1/15/2006,32.83,308.2375,56.8,92.5,7.325753659,53.66666667,4,R
NSW,1/16/2006,15.05,303.5,19.83333333,87.66666667,8.326663998,69.33333333,3,R
NSW,1/17/2006,1,318.85,17.8,81,,,1,R
NSW,1/19/2006,11.88,325.9,37.36666667,86.66666667,4.932882862,24.33333333,3,R
